Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated hg37dec_v0.1 pair1	decontaminated hg37dec_v0.1 pair2	decontaminated hg37dec_v0.1 orphan1	decontaminated hg37dec_v0.1 orphan2	final pair1	final pair2	final orphan1	final orphan2
C101	24031228.0	24031228.0	23389438.0	23389438.0	434032.0	154543.0	22104003.0	22104003.0	564899.0	337167.0	22104003.0	22104003.0	564899.0	337167.0
C103	23039259.0	23039259.0	22485873.0	22485873.0	342267.0	156638.0	20814065.0	20814065.0	486044.0	317793.0	20814065.0	20814065.0	486044.0	317793.0
C104	25231096.0	25231096.0	24364146.0	24364146.0	615652.0	168374.0	22920587.0	22920587.0	656671.0	296038.0	22920587.0	22920587.0	656671.0	296038.0
C105	24610517.0	24610517.0	23949863.0	23949863.0	419474.0	170212.0	22368625.0	22368625.0	487524.0	275391.0	22368625.0	22368625.0	487524.0	275391.0
C106	23801210.0	23801210.0	23212522.0	23212522.0	377129.0	158852.0	21678444.0	21678444.0	495875.0	303340.0	21678444.0	21678444.0	495875.0	303340.0
C107	42314870.0	42314870.0	18922935.0	18922935.0	17567643.0	473946.0	10825047.0	10825047.0	5855357.0	126067.0	10825047.0	10825047.0	5855357.0	126067.0
C108	23327323.0	23327323.0	22620026.0	22620026.0	505593.0	152802.0	19703151.0	19703151.0	469081.0	176938.0	19703151.0	19703151.0	469081.0	176938.0
C109	23349166.0	23349166.0	21079537.0	21079537.0	1921334.0	196048.0	11189542.0	11189542.0	1296596.0	169128.0	11189542.0	11189542.0	1296596.0	169128.0
C110	27777154.0	27777154.0	20913013.0	20913013.0	6032258.0	217348.0	13816235.0	13816235.0	4352555.0	202345.0	13816235.0	13816235.0	4352555.0	202345.0
C111	24524125.0	24524125.0	23809585.0	23809585.0	485213.0	162707.0	22152190.0	22152190.0	594491.0	313517.0	22152190.0	22152190.0	594491.0	313517.0
C112	24473952.0	24473952.0	23874231.0	23874231.0	383302.0	169923.0	22514816.0	22514816.0	383550.0	210265.0	22514816.0	22514816.0	383550.0	210265.0
C113	23998514.0	23998514.0	23447623.0	23447623.0	342064.0	163546.0	22033991.0	22033991.0	434549.0	285160.0	22033991.0	22033991.0	434549.0	285160.0
C114	25815455.0	25815455.0	25157728.0	25157728.0	433810.0	177972.0	21131155.0	21131155.0	389225.0	207788.0	21131155.0	21131155.0	389225.0	207788.0
C115	24813308.0	24813308.0	24182612.0	24182612.0	400616.0	172430.0	23171118.0	23171118.0	450540.0	255264.0	23171118.0	23171118.0	450540.0	255264.0
C116	24319526.0	24319526.0	23488905.0	23488905.0	615685.0	155505.0	22377731.0	22377731.0	684588.0	264747.0	22377731.0	22377731.0	684588.0	264747.0
C117	20594116.0	20594116.0	19710682.0	19710682.0	703271.0	127073.0	18365800.0	18365800.0	748645.0	236068.0	18365800.0	18365800.0	748645.0	236068.0
C118	22872841.0	22872841.0	21144681.0	21144681.0	1425067.0	155789.0	19329844.0	19329844.0	1449844.0	214051.0	19329844.0	19329844.0	1449844.0	214051.0
C119	19987252.0	19987252.0	17194493.0	17194493.0	2470611.0	131483.0	15162068.0	15162068.0	2820187.0	142946.0	15162068.0	15162068.0	2820187.0	142946.0
C120	23323328.0	23323328.0	22717161.0	22717161.0	383120.0	160598.0	19785075.0	19785075.0	467923.0	272640.0	19785075.0	19785075.0	467923.0	272640.0
C121	21752705.0	21752705.0	21195862.0	21195862.0	299094.0	171219.0	19859272.0	19859272.0	397866.0	264401.0	19859272.0	19859272.0	397866.0	264401.0
C122	22751666.0	22751666.0	22153663.0	22153663.0	343612.0	177136.0	20827849.0	20827849.0	440823.0	278678.0	20827849.0	20827849.0	440823.0	278678.0
C123	21870489.0	21870489.0	21300144.0	21300144.0	324173.0	157003.0	20398556.0	20398556.0	423558.0	254133.0	20398556.0	20398556.0	423558.0	254133.0
C124	24064480.0	24064480.0	23397770.0	23397770.0	451412.0	148647.0	22556916.0	22556916.0	562466.0	280581.0	22556916.0	22556916.0	562466.0	280581.0
C125	23738537.0	23738537.0	23111785.0	23111785.0	429055.0	148957.0	22062374.0	22062374.0	557656.0	310631.0	22062374.0	22062374.0	557656.0	310631.0
C126	23059793.0	23059793.0	22517467.0	22517467.0	357871.0	133584.0	21451053.0	21451053.0	500037.0	282555.0	21451053.0	21451053.0	500037.0	282555.0
C127	24267006.0	24267006.0	23716076.0	23716076.0	342531.0	161273.0	22640662.0	22640662.0	492951.0	330275.0	22640662.0	22640662.0	492951.0	330275.0
C128	24364582.0	24364582.0	23756372.0	23756372.0	381150.0	166232.0	22925602.0	22925602.0	407231.0	211789.0	22925602.0	22925602.0	407231.0	211789.0
C129	23366800.0	23366800.0	22779377.0	22779377.0	358046.0	166775.0	21431687.0	21431687.0	493163.0	329168.0	21431687.0	21431687.0	493163.0	329168.0
C130	23648169.0	23648169.0	23041629.0	23041629.0	383290.0	154219.0	21549905.0	21549905.0	482996.0	292855.0	21549905.0	21549905.0	482996.0	292855.0
C131	24776345.0	24776345.0	24163593.0	24163593.0	376622.0	157377.0	22955810.0	22955810.0	516824.0	313729.0	22955810.0	22955810.0	516824.0	313729.0
C132	23358635.0	23358635.0	22722394.0	22722394.0	432864.0	154789.0	20745437.0	20745437.0	543027.0	300121.0	20745437.0	20745437.0	543027.0	300121.0
C133	21262802.0	21262802.0	20695846.0	20695846.0	362084.0	137908.0	19610748.0	19610748.0	479545.0	268944.0	19610748.0	19610748.0	479545.0	268944.0
C134	20896835.0	20896835.0	20221201.0	20221201.0	414007.0	196738.0	6832890.0	6832890.0	167569.0	102158.0	6832890.0	6832890.0	167569.0	102158.0
C135	23594477.0	23594477.0	23002734.0	23002734.0	349440.0	164476.0	21986850.0	21986850.0	453433.0	266865.0	21986850.0	21986850.0	453433.0	266865.0
C136	21403676.0	21403676.0	18549861.0	18549861.0	2187493.0	168726.0	16420752.0	16420752.0	2141873.0	169556.0	16420752.0	16420752.0	2141873.0	169556.0
C137	23182694.0	23182694.0	22587541.0	22587541.0	369704.0	173747.0	21140550.0	21140550.0	433156.0	265751.0	21140550.0	21140550.0	433156.0	265751.0
C138	26472811.0	26472811.0	24910401.0	24910401.0	1258505.0	218146.0	18976557.0	18976557.0	1019812.0	213486.0	18976557.0	18976557.0	1019812.0	213486.0
C139	20689119.0	20689119.0	19699783.0	19699783.0	792821.0	139003.0	18043372.0	18043372.0	837682.0	201527.0	18043372.0	18043372.0	837682.0	201527.0
C140	22455259.0	22455259.0	21888011.0	21888011.0	352563.0	148050.0	21049578.0	21049578.0	534879.0	324473.0	21049578.0	21049578.0	534879.0	324473.0
C141	23820149.0	23820149.0	23135717.0	23135717.0	411453.0	171086.0	22083632.0	22083632.0	446016.0	195870.0	22083632.0	22083632.0	446016.0	195870.0
C142	24143933.0	24143933.0	23445269.0	23445269.0	424245.0	168511.0	21334490.0	21334490.0	446933.0	198303.0	21334490.0	21334490.0	446933.0	198303.0
C143	21226520.0	21226520.0	20040971.0	20040971.0	868382.0	181929.0	11936482.0	11936482.0	606638.0	138687.0	11936482.0	11936482.0	606638.0	138687.0
C144	23735681.0	23735681.0	23080549.0	23080549.0	379298.0	168935.0	20479228.0	20479228.0	472239.0	272313.0	20479228.0	20479228.0	472239.0	272313.0
C145	23226647.0	23226647.0	22522626.0	22522626.0	422133.0	164219.0	21180475.0	21180475.0	453984.0	194862.0	21180475.0	21180475.0	453984.0	194862.0
C146	24766938.0	24766938.0	24080261.0	24080261.0	382871.0	194586.0	22818850.0	22818850.0	467270.0	267583.0	22818850.0	22818850.0	467270.0	267583.0
C147	24511283.0	24511283.0	23830366.0	23830366.0	386149.0	194603.0	16608546.0	16608546.0	317950.0	175528.0	16608546.0	16608546.0	317950.0	175528.0
C148	23741648.0	23741648.0	23041763.0	23041763.0	453979.0	159884.0	22545595.0	22545595.0	524586.0	213892.0	22545595.0	22545595.0	524586.0	213892.0
C149	24471956.0	24471956.0	23729817.0	23729817.0	466920.0	181102.0	17017557.0	17017557.0	409865.0	188818.0	17017557.0	17017557.0	409865.0	188818.0
C150	24701312.0	24701312.0	24069227.0	24069227.0	403093.0	151978.0	23150162.0	23150162.0	543076.0	287857.0	23150162.0	23150162.0	543076.0	287857.0
C151	24021676.0	24021676.0	23383782.0	23383782.0	383555.0	168636.0	22139338.0	22139338.0	541236.0	318343.0	22139338.0	22139338.0	541236.0	318343.0
C152	23561406.0	23561406.0	22934746.0	22934746.0	357971.0	170450.0	22163426.0	22163426.0	422428.0	228295.0	22163426.0	22163426.0	422428.0	228295.0
C153	21655943.0	21655943.0	21065299.0	21065299.0	345060.0	160271.0	19999485.0	19999485.0	374847.0	194440.0	19999485.0	19999485.0	374847.0	194440.0
C154	25531176.0	25531176.0	24855332.0	24855332.0	457392.0	157268.0	23483280.0	23483280.0	542968.0	281092.0	23483280.0	23483280.0	542968.0	281092.0
C155	24622655.0	24622655.0	24077471.0	24077471.0	316287.0	155318.0	22936604.0	22936604.0	446514.0	287909.0	22936604.0	22936604.0	446514.0	287909.0
C156	23790364.0	23790364.0	22987118.0	22987118.0	556146.0	142757.0	22039136.0	22039136.0	670371.0	245215.0	22039136.0	22039136.0	670371.0	245215.0
C157	24590411.0	24590411.0	23812332.0	23812332.0	524497.0	193825.0	15206907.0	15206907.0	357374.0	151974.0	15206907.0	15206907.0	357374.0	151974.0
C158	23814810.0	23814810.0	23173423.0	23173423.0	407061.0	165056.0	22256425.0	22256425.0	492413.0	268948.0	22256425.0	22256425.0	492413.0	268948.0
C159	24959975.0	24959975.0	24021270.0	24021270.0	628182.0	211418.0	22569848.0	22569848.0	684539.0	281279.0	22569848.0	22569848.0	684539.0	281279.0
C160	24009721.0	24009721.0	23347797.0	23347797.0	405896.0	180173.0	22222278.0	22222278.0	445731.0	222233.0	22222278.0	22222278.0	445731.0	222233.0
C161	22079620.0	22079620.0	21110631.0	21110631.0	674065.0	201900.0	11436135.0	11436135.0	386836.0	126561.0	11436135.0	11436135.0	386836.0	126561.0
C162	25170695.0	25170695.0	24576285.0	24576285.0	370201.0	166211.0	23516354.0	23516354.0	424154.0	231417.0	23516354.0	23516354.0	424154.0	231417.0
C163	23407422.0	23407422.0	22785140.0	22785140.0	382759.0	174504.0	21826203.0	21826203.0	470914.0	268749.0	21826203.0	21826203.0	470914.0	268749.0
C164	24161524.0	24161524.0	23526739.0	23526739.0	428489.0	157592.0	22997688.0	22997688.0	451230.0	209952.0	22997688.0	22997688.0	451230.0	209952.0
C165	24481919.0	24481919.0	23860718.0	23860718.0	378984.0	169699.0	23083648.0	23083648.0	440595.0	226205.0	23083648.0	23083648.0	440595.0	226205.0
C166	21406930.0	21406930.0	20384240.0	20384240.0	714923.0	181227.0	16023343.0	16023343.0	606384.0	159155.0	16023343.0	16023343.0	606384.0	159155.0
C167	20760636.0	20760636.0	20273341.0	20273341.0	283977.0	155253.0	17620961.0	17620961.0	325844.0	209049.0	17620961.0	17620961.0	325844.0	209049.0
C168	24315012.0	24315012.0	23735465.0	23735465.0	338393.0	158135.0	22565475.0	22565475.0	487191.0	310527.0	22565475.0	22565475.0	487191.0	310527.0
C169	23279145.0	23279145.0	22720396.0	22720396.0	307159.0	158035.0	21004502.0	21004502.0	429035.0	279567.0	21004502.0	21004502.0	429035.0	279567.0
C170	25278922.0	25278922.0	24575243.0	24575243.0	402873.0	203057.0	21258091.0	21258091.0	399774.0	222361.0	21258091.0	21258091.0	399774.0	222361.0
C171	24872458.0	24872458.0	24255197.0	24255197.0	329871.0	182225.0	22999723.0	22999723.0	472788.0	326364.0	22999723.0	22999723.0	472788.0	326364.0
C172	22897153.0	22897153.0	22282994.0	22282994.0	342757.0	164250.0	21073253.0	21073253.0	515925.0	324206.0	21073253.0	21073253.0	515925.0	324206.0
C173	22760781.0	22760781.0	22279272.0	22279272.0	288380.0	137812.0	21338384.0	21338384.0	465697.0	308258.0	21338384.0	21338384.0	465697.0	308258.0
C174	24822356.0	24822356.0	24301746.0	24301746.0	308745.0	167954.0	22891200.0	22891200.0	455131.0	321306.0	22891200.0	22891200.0	455131.0	321306.0
C175	24093925.0	24093925.0	23475257.0	23475257.0	401571.0	169142.0	22039169.0	22039169.0	511765.0	299698.0	22039169.0	22039169.0	511765.0	299698.0
C176	23951931.0	23951931.0	23428751.0	23428751.0	309168.0	160369.0	22335576.0	22335576.0	449927.0	308793.0	22335576.0	22335576.0	449927.0	308793.0
C177	24644858.0	24644858.0	24053343.0	24053343.0	309173.0	183427.0	22361211.0	22361211.0	459452.0	337865.0	22361211.0	22361211.0	459452.0	337865.0
C178	24436441.0	24436441.0	23926047.0	23926047.0	301066.0	164870.0	22620660.0	22620660.0	404903.0	296466.0	22620660.0	22620660.0	404903.0	296466.0
C179	23639914.0	23639914.0	23184405.0	23184405.0	281170.0	136634.0	22088770.0	22088770.0	426865.0	310376.0	22088770.0	22088770.0	426865.0	310376.0
C180	23475364.0	23475364.0	22890711.0	22890711.0	385370.0	143903.0	21851716.0	21851716.0	533729.0	311765.0	21851716.0	21851716.0	533729.0	311765.0
C181	23993797.0	23993797.0	22853556.0	22853556.0	892066.0	165747.0	20469855.0	20469855.0	929114.0	267908.0	20469855.0	20469855.0	929114.0	267908.0
C182	21764440.0	21764440.0	21169783.0	21169783.0	392142.0	148244.0	19245373.0	19245373.0	463770.0	241846.0	19245373.0	19245373.0	463770.0	241846.0
C183	24691119.0	24691119.0	24138929.0	24138929.0	313542.0	175112.0	22749821.0	22749821.0	444468.0	306755.0	22749821.0	22749821.0	444468.0	306755.0
C184	23425548.0	23425548.0	22959254.0	22959254.0	279385.0	151364.0	21794333.0	21794333.0	333087.0	217146.0	21794333.0	21794333.0	333087.0	217146.0
C185	22770855.0	22770855.0	22217661.0	22217661.0	321295.0	167552.0	20393286.0	20393286.0	385870.0	249184.0	20393286.0	20393286.0	385870.0	249184.0
C186	22199911.0	22199911.0	21682654.0	21682654.0	312622.0	149899.0	20385995.0	20385995.0	415848.0	260843.0	20385995.0	20385995.0	415848.0	260843.0
C187	23367009.0	23367009.0	22770068.0	22770068.0	368958.0	166485.0	20569625.0	20569625.0	469962.0	295177.0	20569625.0	20569625.0	469962.0	295177.0
C188	24898640.0	24898640.0	24036607.0	24036607.0	629620.0	173851.0	22364309.0	22364309.0	743790.0	326117.0	22364309.0	22364309.0	743790.0	326117.0
C189	24505215.0	24505215.0	23943238.0	23943238.0	357925.0	157076.0	21141884.0	21141884.0	479875.0	308357.0	21141884.0	21141884.0	479875.0	308357.0
C190	24693283.0	24693283.0	24131784.0	24131784.0	361233.0	159585.0	21540670.0	21540670.0	442748.0	270511.0	21540670.0	21540670.0	442748.0	270511.0
C191	23837546.0	23837546.0	23320944.0	23320944.0	321657.0	152459.0	21928009.0	21928009.0	494072.0	332635.0	21928009.0	21928009.0	494072.0	332635.0
C192	23737450.0	23737450.0	23222945.0	23222945.0	318690.0	157156.0	19264123.0	19264123.0	395934.0	263857.0	19264123.0	19264123.0	395934.0	263857.0
C193	23979010.0	23979010.0	23323748.0	23323748.0	407088.0	157926.0	21863056.0	21863056.0	525766.0	278301.0	21863056.0	21863056.0	525766.0	278301.0
C194	23598011.0	23598011.0	23025332.0	23025332.0	337258.0	165418.0	21810011.0	21810011.0	488451.0	311489.0	21810011.0	21810011.0	488451.0	311489.0
C195	24731509.0	24731509.0	24102465.0	24102465.0	366227.0	170516.0	23155397.0	23155397.0	519173.0	316891.0	23155397.0	23155397.0	519173.0	316891.0
C196	23934740.0	23934740.0	23150832.0	23150832.0	556320.0	151437.0	22249782.0	22249782.0	738264.0	325711.0	22249782.0	22249782.0	738264.0	325711.0
C197	25161767.0	25161767.0	24546895.0	24546895.0	393640.0	172250.0	22886729.0	22886729.0	508241.0	322086.0	22886729.0	22886729.0	508241.0	322086.0
C198	25566691.0	25566691.0	24886140.0	24886140.0	460559.0	171610.0	22578010.0	22578010.0	505490.0	279735.0	22578010.0	22578010.0	505490.0	279735.0
C199	24781394.0	24781394.0	23964543.0	23964543.0	549613.0	201445.0	12496155.0	12496155.0	277246.0	116627.0	12496155.0	12496155.0	277246.0	116627.0
C200	24356417.0	24356417.0	23513041.0	23513041.0	606279.0	166881.0	21696991.0	21696991.0	688614.0	334998.0	21696991.0	21696991.0	688614.0	334998.0
C201	26956698.0	26956698.0	26024621.0	26024621.0	629429.0	213497.0	23077912.0	23077912.0	615328.0	288037.0	23077912.0	23077912.0	615328.0	288037.0
C202	25323702.0	25323702.0	24486721.0	24486721.0	547147.0	222354.0	17417655.0	17417655.0	409605.0	210224.0	17417655.0	17417655.0	409605.0	210224.0
C203	24479227.0	24479227.0	23746384.0	23746384.0	496636.0	162286.0	20533511.0	20533511.0	526069.0	230280.0	20533511.0	20533511.0	526069.0	230280.0
C204	24592134.0	24592134.0	23860458.0	23860458.0	543349.0	133980.0	22685510.0	22685510.0	565760.0	262241.0	22685510.0	22685510.0	565760.0	262241.0
C205	24136064.0	24136064.0	23517375.0	23517375.0	389425.0	163681.0	22643015.0	22643015.0	431914.0	227681.0	22643015.0	22643015.0	431914.0	227681.0
C206	25242073.0	25242073.0	24616909.0	24616909.0	415792.0	158401.0	22933549.0	22933549.0	469639.0	254317.0	22933549.0	22933549.0	469639.0	254317.0
C207	23244619.0	23244619.0	22580527.0	22580527.0	448808.0	157646.0	21142762.0	21142762.0	501119.0	257180.0	21142762.0	21142762.0	501119.0	257180.0
C208	25116660.0	25116660.0	24409770.0	24409770.0	486907.0	171181.0	22948820.0	22948820.0	515380.0	267630.0	22948820.0	22948820.0	515380.0	267630.0
C209	24836470.0	24836470.0	24232104.0	24232104.0	413222.0	152594.0	22524401.0	22524401.0	488387.0	273261.0	22524401.0	22524401.0	488387.0	273261.0
C210	23990742.0	23990742.0	23326625.0	23326625.0	478978.0	146402.0	20982337.0	20982337.0	424711.0	184683.0	20982337.0	20982337.0	424711.0	184683.0
C211	25474617.0	25474617.0	24604079.0	24604079.0	593025.0	212726.0	16331074.0	16331074.0	387136.0	196520.0	16331074.0	16331074.0	387136.0	196520.0
C212	23047306.0	23047306.0	22203743.0	22203743.0	630072.0	154348.0	19904913.0	19904913.0	579134.0	192381.0	19904913.0	19904913.0	579134.0	192381.0
C213	20403294.0	20403294.0	19797124.0	19797124.0	426928.0	141982.0	16411973.0	16411973.0	377033.0	164568.0	16411973.0	16411973.0	377033.0	164568.0
C214	25895294.0	25895294.0	24255270.0	24255270.0	1003651.0	228177.0	18380934.0	18380934.0	718117.0	189547.0	18380934.0	18380934.0	718117.0	189547.0
C215	22064749.0	22064749.0	21436689.0	21436689.0	396875.0	156474.0	20195787.0	20195787.0	474112.0	252579.0	20195787.0	20195787.0	474112.0	252579.0
C216	24707909.0	24707909.0	23981911.0	23981911.0	436081.0	195731.0	22720522.0	22720522.0	474131.0	250946.0	22720522.0	22720522.0	474131.0	250946.0
C217	24576663.0	24576663.0	23671999.0	23671999.0	519430.0	203364.0	21987062.0	21987062.0	550708.0	220664.0	21987062.0	21987062.0	550708.0	220664.0
C218	24708133.0	24708133.0	23764986.0	23764986.0	545669.0	231804.0	21285535.0	21285535.0	529073.0	258442.0	21285535.0	21285535.0	529073.0	258442.0
C219	19745233.0	19745233.0	19173266.0	19173266.0	331641.0	147333.0	17824290.0	17824290.0	419536.0	235674.0	17824290.0	17824290.0	419536.0	235674.0
C220	24142347.0	24142347.0	23288495.0	23288495.0	578058.0	174954.0	22354977.0	22354977.0	586100.0	230714.0	22354977.0	22354977.0	586100.0	230714.0
C221	23141807.0	23141807.0	22406672.0	22406672.0	531996.0	153509.0	21441502.0	21441502.0	572506.0	222872.0	21441502.0	21441502.0	572506.0	222872.0
C222	23588757.0	23588757.0	22906592.0	22906592.0	440307.0	173253.0	21240018.0	21240018.0	449893.0	208576.0	21240018.0	21240018.0	449893.0	208576.0
C223	19749327.0	19749327.0	19215531.0	19215531.0	338293.0	153356.0	15443140.0	15443140.0	308319.0	172768.0	15443140.0	15443140.0	308319.0	172768.0
C224	21384857.0	21384857.0	20747203.0	20747203.0	413795.0	164070.0	19562638.0	19562638.0	432522.0	207310.0	19562638.0	19562638.0	432522.0	207310.0
C225	21966862.0	21966862.0	21195426.0	21195426.0	516670.0	176533.0	19305610.0	19305610.0	556916.0	272906.0	19305610.0	19305610.0	556916.0	272906.0
C226	23103290.0	23103290.0	22187627.0	22187627.0	578096.0	218675.0	19044934.0	19044934.0	504335.0	228285.0	19044934.0	19044934.0	504335.0	228285.0
C227	22003166.0	22003166.0	21281106.0	21281106.0	469386.0	179632.0	19296607.0	19296607.0	490465.0	208894.0	19296607.0	19296607.0	490465.0	208894.0
C228	23268578.0	23268578.0	22546722.0	22546722.0	505362.0	154468.0	21949709.0	21949709.0	511691.0	195116.0	21949709.0	21949709.0	511691.0	195116.0
C229	23140056.0	23140056.0	22455481.0	22455481.0	429073.0	174000.0	21806494.0	21806494.0	475100.0	232200.0	21806494.0	21806494.0	475100.0	232200.0
C230	23808735.0	23808735.0	19056990.0	19056990.0	3679509.0	313822.0	12975134.0	12975134.0	2724779.0	169927.0	12975134.0	12975134.0	2724779.0	169927.0
C231	21903608.0	21903608.0	20325609.0	20325609.0	1139452.0	174434.0	17895229.0	17895229.0	1127001.0	246090.0	17895229.0	17895229.0	1127001.0	246090.0
C232	23065336.0	23065336.0	22356680.0	22356680.0	427754.0	183133.0	21250850.0	21250850.0	477497.0	232336.0	21250850.0	21250850.0	477497.0	232336.0
C233	24017369.0	24017369.0	23351324.0	23351324.0	436247.0	182779.0	20935617.0	20935617.0	438408.0	227340.0	20935617.0	20935617.0	438408.0	227340.0
C234	23140658.0	23140658.0	22495321.0	22495321.0	429512.0	162234.0	21284215.0	21284215.0	500483.0	267377.0	21284215.0	21284215.0	500483.0	267377.0
C235	21940174.0	21940174.0	21339280.0	21339280.0	400083.0	151849.0	20000377.0	20000377.0	546267.0	314853.0	20000377.0	20000377.0	546267.0	314853.0
C236	24160652.0	24160652.0	23428767.0	23428767.0	456869.0	171985.0	22603731.0	22603731.0	566646.0	279752.0	22603731.0	22603731.0	566646.0	279752.0
C237	24047962.0	24047962.0	23473043.0	23473043.0	324913.0	171389.0	22242132.0	22242132.0	460156.0	299907.0	22242132.0	22242132.0	460156.0	299907.0
C238	24982130.0	24982130.0	24205526.0	24205526.0	458369.0	191187.0	22490544.0	22490544.0	636841.0	376590.0	22490544.0	22490544.0	636841.0	376590.0
C239	23021512.0	23021512.0	22375768.0	22375768.0	373737.0	172506.0	20923336.0	20923336.0	524576.0	323478.0	20923336.0	20923336.0	524576.0	323478.0
C240	25623893.0	25623893.0	24596008.0	24596008.0	597368.0	294170.0	3702736.0	3702736.0	105379.0	52950.0	3702736.0	3702736.0	105379.0	52950.0
C241	24775864.0	24775864.0	23998772.0	23998772.0	463914.0	189213.0	22365030.0	22365030.0	500878.0	219185.0	22365030.0	22365030.0	500878.0	219185.0
C242	24792918.0	24792918.0	23819095.0	23819095.0	553397.0	240255.0	13038173.0	13038173.0	389050.0	208675.0	13038173.0	13038173.0	389050.0	208675.0
C243	23780037.0	23780037.0	22942580.0	22942580.0	522691.0	182317.0	19705974.0	19705974.0	505080.0	182541.0	19705974.0	19705974.0	505080.0	182541.0
C244	23449242.0	23449242.0	22670183.0	22670183.0	482071.0	162550.0	21822946.0	21822946.0	520246.0	195023.0	21822946.0	21822946.0	520246.0	195023.0
C245	21385274.0	21385274.0	20769047.0	20769047.0	378297.0	160380.0	19725605.0	19725605.0	468602.0	242644.0	19725605.0	19725605.0	468602.0	242644.0
C246	20414759.0	20414759.0	19749530.0	19749530.0	403032.0	186505.0	9183386.0	9183386.0	245909.0	131987.0	9183386.0	9183386.0	245909.0	131987.0
C247	24058921.0	24058921.0	23193056.0	23193056.0	555754.0	177686.0	22143216.0	22143216.0	573294.0	193890.0	22143216.0	22143216.0	573294.0	193890.0
C248	23681387.0	23681387.0	22900069.0	22900069.0	465529.0	196130.0	22135523.0	22135523.0	486076.0	211209.0	22135523.0	22135523.0	486076.0	211209.0
C251	23244358.0	23244358.0	22550095.0	22550095.0	416227.0	194624.0	21473022.0	21473022.0	436971.0	202357.0	21473022.0	21473022.0	436971.0	202357.0
C511	24630888.0	24630888.0	23993721.0	23993721.0	424661.0	153659.0	22377469.0	22377469.0	488159.0	252169.0	22377469.0	22377469.0	488159.0	252169.0
C512	24853765.0	24853765.0	24243792.0	24243792.0	382926.0	145166.0	22706214.0	22706214.0	502867.0	274223.0	22706214.0	22706214.0	502867.0	274223.0
C513	24726563.0	24726563.0	24019308.0	24019308.0	493176.0	140621.0	23401975.0	23401975.0	569513.0	224360.0	23401975.0	23401975.0	569513.0	224360.0
