Sample	raw pair1	raw pair2	trimmed pair1	trimmed pair2	trimmed orphan1	trimmed orphan2	decontaminated hg37dec_v0.1 pair1	decontaminated hg37dec_v0.1 pair2	decontaminated hg37dec_v0.1 orphan1	decontaminated hg37dec_v0.1 orphan2	final pair1	final pair2	final orphan1	final orphan2
J46	23013779.0	23013779.0	22571423.0	22571423.0	261262.0	147052.0	21817222.0	21817222.0	446357.0	330937.0	21817222.0	21817222.0	446357.0	330937.0
J47	22750781.0	22750781.0	22263798.0	22263798.0	281805.0	174322.0	5228311.0	5228311.0	55781.0	43906.0	5228311.0	5228311.0	55781.0	43906.0
J48	24158434.0	24158434.0	23490865.0	23490865.0	393800.0	217260.0	10064784.0	10064784.0	174308.0	117433.0	10064784.0	10064784.0	174308.0	117433.0
J49	22942734.0	22942734.0	22384682.0	22384682.0	358209.0	151015.0	21672800.0	21672800.0	551624.0	348795.0	21672800.0	21672800.0	551624.0	348795.0
J5	17380599.0	17380599.0	16948374.0	16948374.0	274556.0	122003.0	7795312.0	7795312.0	143304.0	72770.0	7795312.0	7795312.0	143304.0	72770.0
J50	23448549.0	23448549.0	22917648.0	22917648.0	343604.0	142427.0	22179353.0	22179353.0	528497.0	328908.0	22179353.0	22179353.0	528497.0	328908.0
J51	23517317.0	23517317.0	22961281.0	22961281.0	334436.0	172440.0	22238883.0	22238883.0	370684.0	209032.0	22238883.0	22238883.0	370684.0	209032.0
J52	23948221.0	23948221.0	23413905.0	23413905.0	324193.0	161103.0	22452321.0	22452321.0	469659.0	309954.0	22452321.0	22452321.0	469659.0	309954.0
J53	23561643.0	23561643.0	23052090.0	23052090.0	309677.0	161049.0	21976408.0	21976408.0	400050.0	255417.0	21976408.0	21976408.0	400050.0	255417.0
J54	23293752.0	23293752.0	22602463.0	22602463.0	421886.0	211799.0	4200572.0	4200572.0	70692.0	48084.0	4200572.0	4200572.0	70692.0	48084.0
J55	22409298.0	22409298.0	21850581.0	21850581.0	337060.0	174678.0	9226807.0	9226807.0	169246.0	115938.0	9226807.0	9226807.0	169246.0	115938.0
J56	22203621.0	22203621.0	21686703.0	21686703.0	327073.0	143969.0	20908020.0	20908020.0	516789.0	334847.0	20908020.0	20908020.0	516789.0	334847.0
J57	23227142.0	23227142.0	22751173.0	22751173.0	248543.0	186989.0	22163605.0	22163605.0	338695.0	273823.0	22163605.0	22163605.0	338695.0	273823.0
J58	22419979.0	22419979.0	21955708.0	21955708.0	256435.0	169320.0	21488338.0	21488338.0	365268.0	274482.0	21488338.0	21488338.0	365268.0	274482.0
J59	22847686.0	22847686.0	22376726.0	22376726.0	229034.0	203939.0	20517336.0	20517336.0	282452.0	261193.0	20517336.0	20517336.0	282452.0	261193.0
J6	24168652.0	24168652.0	23686368.0	23686368.0	295964.0	136769.0	22917908.0	22917908.0	379371.0	221252.0	22917908.0	22917908.0	379371.0	221252.0
J60	23036831.0	23036831.0	22534213.0	22534213.0	282034.0	178594.0	21955843.0	21955843.0	436321.0	328832.0	21955843.0	21955843.0	436321.0	328832.0
J61	22768361.0	22768361.0	22286001.0	22286001.0	296537.0	149668.0	21909757.0	21909757.0	363152.0	213038.0	21909757.0	21909757.0	363152.0	213038.0
J62	23469668.0	23469668.0	22938323.0	22938323.0	343445.0	143983.0	22188813.0	22188813.0	530877.0	334509.0	22188813.0	22188813.0	530877.0	334509.0
J63	22137223.0	22137223.0	21683428.0	21683428.0	272868.0	143431.0	20914832.0	20914832.0	424782.0	294543.0	20914832.0	20914832.0	424782.0	294543.0
J64	24081655.0	24081655.0	23543290.0	23543290.0	316460.0	178877.0	22386750.0	22386750.0	512660.0	375028.0	22386750.0	22386750.0	512660.0	375028.0
J65	23228539.0	23228539.0	22806629.0	22806629.0	200367.0	192487.0	21282327.0	21282327.0	328942.0	318704.0	21282327.0	21282327.0	328942.0	318704.0
J66	23118064.0	23118064.0	22612272.0	22612272.0	244491.0	213976.0	22040782.0	22040782.0	303150.0	269332.0	22040782.0	22040782.0	303150.0	269332.0
J67	22622486.0	22622486.0	22069906.0	22069906.0	315103.0	195992.0	6660203.0	6660203.0	84636.0	62507.0	6660203.0	6660203.0	84636.0	62507.0
J68	18770393.0	18770393.0	18292410.0	18292410.0	277493.0	165605.0	7284855.0	7284855.0	128196.0	95525.0	7284855.0	7284855.0	128196.0	95525.0
J69	23745916.0	23745916.0	23174221.0	23174221.0	340787.0	183635.0	22391738.0	22391738.0	419373.0	258370.0	22391738.0	22391738.0	419373.0	258370.0
J7	21005419.0	21005419.0	20585410.0	20585410.0	272771.0	105801.0	19952030.0	19952030.0	432089.0	266330.0	19952030.0	19952030.0	432089.0	266330.0
J70	22804154.0	22804154.0	22356778.0	22356778.0	265719.0	144608.0	21966450.0	21966450.0	317995.0	192132.0	21966450.0	21966450.0	317995.0	192132.0
J71	23304092.0	23304092.0	22879332.0	22879332.0	232073.0	160488.0	22290480.0	22290480.0	370718.0	296065.0	22290480.0	22290480.0	370718.0	296065.0
J72	21789852.0	21789852.0	21334859.0	21334859.0	242486.0	177786.0	15390814.0	15390814.0	242769.0	209455.0	15390814.0	15390814.0	242769.0	209455.0
J73	23872958.0	23872958.0	23268651.0	23268651.0	333033.0	217196.0	22746127.0	22746127.0	410702.0	294380.0	22746127.0	22746127.0	410702.0	294380.0
J74	23393063.0	23393063.0	22898902.0	22898902.0	264769.0	186772.0	21949821.0	21949821.0	374974.0	295792.0	21949821.0	21949821.0	374974.0	295792.0
J75	23519531.0	23519531.0	23042568.0	23042568.0	263524.0	170180.0	21886616.0	21886616.0	407455.0	313956.0	21886616.0	21886616.0	407455.0	313956.0
J76	23432902.0	23432902.0	22947941.0	22947941.0	249512.0	193514.0	22266410.0	22266410.0	343793.0	285333.0	22266410.0	22266410.0	343793.0	285333.0
J77	22699844.0	22699844.0	22311560.0	22311560.0	206089.0	150410.0	21527309.0	21527309.0	391738.0	330147.0	21527309.0	21527309.0	391738.0	330147.0
J78	23667459.0	23667459.0	23208774.0	23208774.0	233458.0	186103.0	22604200.0	22604200.0	337433.0	284208.0	22604200.0	22604200.0	337433.0	284208.0
J79	23692278.0	23692278.0	23220331.0	23220331.0	240589.0	190975.0	22384724.0	22384724.0	430145.0	375580.0	22384724.0	22384724.0	430145.0	375580.0
J8	21673722.0	21673722.0	21347093.0	21347093.0	177802.0	113513.0	20236104.0	20236104.0	346109.0	280712.0	20236104.0	20236104.0	346109.0	280712.0
J80	23211268.0	23211268.0	22689627.0	22689627.0	252227.0	223069.0	21280368.0	21280368.0	345959.0	316441.0	21280368.0	21280368.0	345959.0	316441.0
J81	23769304.0	23769304.0	23220448.0	23220448.0	286608.0	210604.0	22761917.0	22761917.0	360459.0	283323.0	22761917.0	22761917.0	360459.0	283323.0
J82	23447167.0	23447167.0	23008765.0	23008765.0	227927.0	172893.0	22424576.0	22424576.0	360150.0	299834.0	22424576.0	22424576.0	360150.0	299834.0
J83	24242438.0	24242438.0	23793718.0	23793718.0	198926.0	211846.0	22529672.0	22529672.0	326253.0	331090.0	22529672.0	22529672.0	326253.0	331090.0
J84	23245167.0	23245167.0	22829443.0	22829443.0	235053.0	148017.0	22127366.0	22127366.0	384190.0	294647.0	22127366.0	22127366.0	384190.0	294647.0
J85	23217531.0	23217531.0	22772726.0	22772726.0	251075.0	156702.0	20858710.0	20858710.0	404542.0	316407.0	20858710.0	20858710.0	404542.0	316407.0
J86	22877939.0	22877939.0	22413398.0	22413398.0	232938.0	193281.0	21888668.0	21888668.0	331471.0	288155.0	21888668.0	21888668.0	331471.0	288155.0
J87	24352512.0	24352512.0	23745605.0	23745605.0	362599.0	194829.0	9727327.0	9727327.0	164803.0	109970.0	9727327.0	9727327.0	164803.0	109970.0
J88	24476271.0	24476271.0	23913084.0	23913084.0	299366.0	219146.0	20486075.0	20486075.0	346748.0	283536.0	20486075.0	20486075.0	346748.0	283536.0
J89	24511229.0	24511229.0	23969267.0	23969267.0	281616.0	213608.0	20600760.0	20600760.0	296990.0	240002.0	20600760.0	20600760.0	296990.0	240002.0
J9	22228254.0	22228254.0	21802265.0	21802265.0	243215.0	142453.0	14599216.0	14599216.0	231377.0	167007.0	14599216.0	14599216.0	231377.0	167007.0
J90	23516599.0	23516599.0	22870537.0	22870537.0	386291.0	199098.0	22471992.0	22471992.0	469506.0	284689.0	22471992.0	22471992.0	469506.0	284689.0
J91	21236337.0	21236337.0	20701358.0	20701358.0	355331.0	133008.0	20279662.0	20279662.0	412392.0	189599.0	20279662.0	20279662.0	412392.0	189599.0
J92	23270114.0	23270114.0	22748372.0	22748372.0	287524.0	188585.0	22210169.0	22210169.0	360643.0	259576.0	22210169.0	22210169.0	360643.0	259576.0
J93	24181407.0	24181407.0	23593958.0	23593958.0	304490.0	227575.0	23117675.0	23117675.0	378684.0	299252.0	23117675.0	23117675.0	378684.0	299252.0
J94	22406853.0	22406853.0	21861179.0	21861179.0	297932.0	196358.0	20510574.0	20510574.0	354972.0	259191.0	20510574.0	20510574.0	354972.0	259191.0
J95	22591659.0	22591659.0	22123934.0	22123934.0	236125.0	195695.0	21188306.0	21188306.0	316376.0	272133.0	21188306.0	21188306.0	316376.0	272133.0
J96	23674418.0	23674418.0	23207322.0	23207322.0	255438.0	173310.0	21157537.0	21157537.0	383284.0	305174.0	21157537.0	21157537.0	383284.0	305174.0
J97	22971187.0	22971187.0	22513048.0	22513048.0	241643.0	178764.0	21937176.0	21937176.0	309260.0	241258.0	21937176.0	21937176.0	309260.0	241258.0
J98	21463103.0	21463103.0	21030706.0	21030706.0	260448.0	137852.0	20413082.0	20413082.0	405097.0	278618.0	20413082.0	20413082.0	405097.0	278618.0
J99	23953408.0	23953408.0	23287730.0	23287730.0	395708.0	208484.0	15909826.0	15909826.0	330091.0	216771.0	15909826.0	15909826.0	330091.0	216771.0
M201	23878810.0	23878810.0	23382271.0	23382271.0	333012.0	124825.0	22639602.0	22639602.0	482275.0	276043.0	22639602.0	22639602.0	482275.0	276043.0
M202	22493844.0	22493844.0	22006374.0	22006374.0	335239.0	111623.0	21240851.0	21240851.0	533334.0	315040.0	21240851.0	21240851.0	533334.0	315040.0
M203	21878752.0	21878752.0	21410128.0	21410128.0	334627.0	99328.0	20610327.0	20610327.0	452509.0	218622.0	20610327.0	20610327.0	452509.0	218622.0
M204	21352658.0	21352658.0	20825752.0	20825752.0	367717.0	113580.0	20152827.0	20152827.0	415259.0	162980.0	20152827.0	20152827.0	415259.0	162980.0
M205	20413447.0	20413447.0	19966169.0	19966169.0	300124.0	108233.0	19379386.0	19379386.0	413327.0	221920.0	19379386.0	19379386.0	413327.0	221920.0
M206	24062754.0	24062754.0	23440597.0	23440597.0	453864.0	118819.0	22396312.0	22396312.0	641354.0	314110.0	22396312.0	22396312.0	641354.0	314110.0
M207	20785089.0	20785089.0	20199024.0	20199024.0	406789.0	134554.0	13047969.0	13047969.0	306376.0	123531.0	13047969.0	13047969.0	306376.0	123531.0
M208	21597520.0	21597520.0	21119240.0	21119240.0	331692.0	108353.0	20262338.0	20262338.0	433565.0	213532.0	20262338.0	20262338.0	433565.0	213532.0
M209	24090835.0	24090835.0	23429497.0	23429497.0	453318.0	157323.0	22304926.0	22304926.0	623274.0	326313.0	22304926.0	22304926.0	623274.0	326313.0
M210	22801304.0	22801304.0	22200592.0	22200592.0	481083.0	80383.0	21272108.0	21272108.0	519314.0	130403.0	21272108.0	21272108.0	519314.0	130403.0
M211	22887325.0	22887325.0	22358693.0	22358693.0	428021.0	70339.0	21608159.0	21608159.0	605396.0	253962.0	21608159.0	21608159.0	605396.0	253962.0
M212	20550759.0	20550759.0	20022602.0	20022602.0	420007.0	69951.0	19364377.0	19364377.0	544025.0	202761.0	19364377.0	19364377.0	544025.0	202761.0
M213	17387179.0	17387179.0	16954599.0	16954599.0	293172.0	117244.0	9478244.0	9478244.0	180096.0	85864.0	9478244.0	9478244.0	180096.0	85864.0
M214	24220065.0	24220065.0	23552964.0	23552964.0	528863.0	94043.0	22838173.0	22838173.0	639608.0	210065.0	22838173.0	22838173.0	639608.0	210065.0
M215	23371306.0	23371306.0	22794806.0	22794806.0	467894.0	74783.0	22094683.0	22094683.0	610377.0	223160.0	22094683.0	22094683.0	610377.0	223160.0
M216	23770773.0	23770773.0	23302476.0	23302476.0	321163.0	125806.0	22548957.0	22548957.0	397018.0	191929.0	22548957.0	22548957.0	397018.0	191929.0
M217	22691333.0	22691333.0	22190858.0	22190858.0	388161.0	79306.0	21434798.0	21434798.0	571637.0	266924.0	21434798.0	21434798.0	571637.0	266924.0
M218	20716881.0	20716881.0	20143192.0	20143192.0	336953.0	185774.0	18247065.0	18247065.0	407059.0	255974.0	18247065.0	18247065.0	407059.0	255974.0
M219	22913346.0	22913346.0	22217531.0	22217531.0	448783.0	185734.0	19224867.0	19224867.0	459934.0	228880.0	19224867.0	19224867.0	459934.0	228880.0
M220	21390676.0	21390676.0	20770980.0	20770980.0	415768.0	146453.0	20404541.0	20404541.0	474753.0	201268.0	20404541.0	20404541.0	474753.0	201268.0
M221	23424109.0	23424109.0	22754954.0	22754954.0	413647.0	193096.0	22248908.0	22248908.0	511994.0	290067.0	22248908.0	22248908.0	511994.0	290067.0
M222	19742725.0	19742725.0	19278008.0	19278008.0	286637.0	139908.0	18670279.0	18670279.0	388305.0	237067.0	18670279.0	18670279.0	388305.0	237067.0
M223	20763202.0	20763202.0	20129615.0	20129615.0	455161.0	128245.0	19300443.0	19300443.0	595059.0	272834.0	19300443.0	19300443.0	595059.0	272834.0
M224	21602886.0	21602886.0	20953810.0	20953810.0	416526.0	184287.0	17435409.0	17435409.0	415490.0	220844.0	17435409.0	17435409.0	415490.0	220844.0
M225	20120707.0	20120707.0	19639149.0	19639149.0	283355.0	158467.0	18498499.0	18498499.0	366598.0	239980.0	18498499.0	18498499.0	366598.0	239980.0
M226	23478843.0	23478843.0	22813393.0	22813393.0	411438.0	204164.0	10938804.0	10938804.0	226107.0	128976.0	10938804.0	10938804.0	226107.0	128976.0
M227	21007142.0	21007142.0	20484643.0	20484643.0	335979.0	140825.0	19706733.0	19706733.0	481155.0	284327.0	19706733.0	19706733.0	481155.0	284327.0
M228	20468467.0	20468467.0	19915596.0	19915596.0	350529.0	156746.0	19384734.0	19384734.0	454669.0	257244.0	19384734.0	19384734.0	454669.0	257244.0
M229	22699446.0	22699446.0	22041717.0	22041717.0	432167.0	173355.0	21374238.0	21374238.0	550082.0	287543.0	21374238.0	21374238.0	550082.0	287543.0
M230	20678743.0	20678743.0	20097139.0	20097139.0	373632.0	157402.0	16844258.0	16844258.0	396690.0	209636.0	16844258.0	16844258.0	396690.0	209636.0
M231	21860180.0	21860180.0	21207142.0	21207142.0	394998.0	202962.0	17551555.0	17551555.0	398231.0	236388.0	17551555.0	17551555.0	398231.0	236388.0
M232	20541506.0	20541506.0	19978025.0	19978025.0	363134.0	146645.0	19132628.0	19132628.0	454913.0	236527.0	19132628.0	19132628.0	454913.0	236527.0
M233	21105979.0	21105979.0	20583398.0	20583398.0	310742.0	166673.0	19965537.0	19965537.0	358483.0	209612.0	19965537.0	19965537.0	358483.0	209612.0
M234	22948431.0	22948431.0	22343864.0	22343864.0	387352.0	158787.0	21658079.0	21658079.0	542482.0	313592.0	21658079.0	21658079.0	542482.0	313592.0
M235	21807646.0	21807646.0	21241886.0	21241886.0	370233.0	146616.0	20306302.0	20306302.0	526334.0	300953.0	20306302.0	20306302.0	526334.0	300953.0
M236	23474067.0	23474067.0	22874424.0	22874424.0	373953.0	175543.0	20281357.0	20281357.0	486390.0	301414.0	20281357.0	20281357.0	486390.0	301414.0
M237	21056052.0	21056052.0	20508744.0	20508744.0	346322.0	150678.0	19841159.0	19841159.0	483447.0	284128.0	19841159.0	19841159.0	483447.0	284128.0
M238	23000367.0	23000367.0	22372498.0	22372498.0	398969.0	171166.0	21789183.0	21789183.0	523632.0	293202.0	21789183.0	21789183.0	523632.0	293202.0
M239	20962126.0	20962126.0	20456832.0	20456832.0	320536.0	138299.0	19358642.0	19358642.0	459596.0	278251.0	19358642.0	19358642.0	459596.0	278251.0
M240	20712887.0	20712887.0	20107986.0	20107986.0	363614.0	188938.0	15037217.0	15037217.0	369649.0	234770.0	15037217.0	15037217.0	369649.0	234770.0
M241	21537971.0	21537971.0	21051999.0	21051999.0	304697.0	140670.0	20467249.0	20467249.0	441574.0	276637.0	20467249.0	20467249.0	441574.0	276637.0
M242	19754275.0	19754275.0	19307242.0	19307242.0	267442.0	142295.0	18381952.0	18381952.0	438107.0	310156.0	18381952.0	18381952.0	438107.0	310156.0
M243	22395233.0	22395233.0	21788509.0	21788509.0	387134.0	168268.0	21190703.0	21190703.0	510048.0	289246.0	21190703.0	21190703.0	510048.0	289246.0
M244	22207103.0	22207103.0	21624450.0	21624450.0	375920.0	158858.0	18518052.0	18518052.0	416691.0	225682.0	18518052.0	18518052.0	416691.0	225682.0
M245	19703423.0	19703423.0	19217138.0	19217138.0	303622.0	139126.0	18551630.0	18551630.0	433350.0	264086.0	18551630.0	18551630.0	433350.0	264086.0
M246	24093860.0	24093860.0	23497629.0	23497629.0	393496.0	155322.0	22757371.0	22757371.0	530295.0	287012.0	22757371.0	22757371.0	530295.0	287012.0
M247	22749405.0	22749405.0	22120923.0	22120923.0	367733.0	202052.0	21476515.0	21476515.0	434326.0	266626.0	21476515.0	21476515.0	434326.0	266626.0
M248	19505057.0	19505057.0	18957828.0	18957828.0	341162.0	159699.0	15436612.0	15436612.0	332096.0	180801.0	15436612.0	15436612.0	332096.0	180801.0
M249	22708286.0	22708286.0	22099751.0	22099751.0	376196.0	182361.0	21506295.0	21506295.0	461501.0	263118.0	21506295.0	21506295.0	461501.0	263118.0
M250	23217929.0	23217929.0	22653721.0	22653721.0	351951.0	159954.0	21855240.0	21855240.0	542231.0	346419.0	21855240.0	21855240.0	542231.0	346419.0
M251	22959400.0	22959400.0	22313292.0	22313292.0	382015.0	210492.0	21579530.0	21579530.0	462518.0	288625.0	21579530.0	21579530.0	462518.0	288625.0
M252	22387995.0	22387995.0	21822360.0	21822360.0	355336.0	160489.0	21428074.0	21428074.0	422737.0	226354.0	21428074.0	21428074.0	422737.0	226354.0
M253	23864084.0	23864084.0	23124334.0	23124334.0	486984.0	199225.0	21858259.0	21858259.0	523842.0	240874.0	21858259.0	21858259.0	523842.0	240874.0
M254	23750641.0	23750641.0	23137426.0	23137426.0	380116.0	184075.0	22678862.0	22678862.0	458731.0	255652.0	22678862.0	22678862.0	458731.0	255652.0
M255	21328711.0	21328711.0	20675364.0	20675364.0	432675.0	162875.0	20023784.0	20023784.0	543931.0	271366.0	20023784.0	20023784.0	543931.0	271366.0
M256	23180401.0	23180401.0	22499678.0	22499678.0	389146.0	225719.0	21854689.0	21854689.0	457974.0	294502.0	21854689.0	21854689.0	457974.0	294502.0
M257	22807364.0	22807364.0	22247182.0	22247182.0	365227.0	144979.0	21752748.0	21752748.0	463437.0	247221.0	21752748.0	21752748.0	463437.0	247221.0
M258	21874032.0	21874032.0	21427168.0	21427168.0	202946.0	199447.0	19429365.0	19429365.0	281025.0	276560.0	19429365.0	19429365.0	281025.0	276560.0
M259	20527772.0	20527772.0	20133054.0	20133054.0	224113.0	135783.0	19114607.0	19114607.0	302023.0	216349.0	19114607.0	19114607.0	302023.0	216349.0
M260	23711138.0	23711138.0	23225226.0	23225226.0	257529.0	179756.0	22298369.0	22298369.0	363083.0	284576.0	22298369.0	22298369.0	363083.0	284576.0
M261	22645581.0	22645581.0	22117222.0	22117222.0	301678.0	171060.0	21647551.0	21647551.0	361070.0	231736.0	21647551.0	21647551.0	361070.0	231736.0
M262	23197495.0	23197495.0	22751559.0	22751559.0	248814.0	155614.0	21939933.0	21939933.0	387507.0	296318.0	21939933.0	21939933.0	387507.0	296318.0
M263	20530804.0	20530804.0	20085931.0	20085931.0	237620.0	161907.0	19356836.0	19356836.0	330908.0	255000.0	19356836.0	19356836.0	330908.0	255000.0
M264	23760687.0	23760687.0	23183047.0	23183047.0	342126.0	174058.0	22672780.0	22672780.0	401856.0	233381.0	22672780.0	22672780.0	401856.0	233381.0
M265	22483829.0	22483829.0	21935242.0	21935242.0	330771.0	159664.0	21492946.0	21492946.0	425210.0	257146.0	21492946.0	21492946.0	425210.0	257146.0
M266	20822509.0	20822509.0	20329272.0	20329272.0	290192.0	150323.0	19779393.0	19779393.0	369401.0	232397.0	19779393.0	19779393.0	369401.0	232397.0
M267	22361004.0	22361004.0	21921823.0	21921823.0	208886.0	189154.0	19883829.0	19883829.0	259126.0	233499.0	19883829.0	19883829.0	259126.0	233499.0
M268	24387550.0	24387550.0	23882383.0	23882383.0	263455.0	189615.0	23219016.0	23219016.0	316759.0	244037.0	23219016.0	23219016.0	316759.0	244037.0
M269	24136989.0	24136989.0	23634078.0	23634078.0	279564.0	172816.0	23129503.0	23129503.0	341543.0	234796.0	23129503.0	23129503.0	341543.0	234796.0
M270	22222987.0	22222987.0	21731722.0	21731722.0	299269.0	147024.0	21041282.0	21041282.0	452517.0	303261.0	21041282.0	21041282.0	452517.0	303261.0
M271	23477974.0	23477974.0	22962262.0	22962262.0	294839.0	171450.0	21815988.0	21815988.0	423340.0	306367.0	21815988.0	21815988.0	423340.0	306367.0
M272	23185820.0	23185820.0	22556982.0	22556982.0	371238.0	200006.0	14083738.0	14083738.0	254950.0	149494.0	14083738.0	14083738.0	254950.0	149494.0
M273	21426043.0	21426043.0	20958161.0	20958161.0	250956.0	168537.0	20055569.0	20055569.0	337646.0	256786.0	20055569.0	20055569.0	337646.0	256786.0
M274	21884920.0	21884920.0	21397578.0	21397578.0	250728.0	185410.0	20115778.0	20115778.0	324161.0	259908.0	20115778.0	20115778.0	324161.0	259908.0
M275	19766453.0	19766453.0	19387957.0	19387957.0	195972.0	149460.0	18614692.0	18614692.0	282807.0	236155.0	18614692.0	18614692.0	282807.0	236155.0
M276	22883595.0	22883595.0	22360611.0	22360611.0	311159.0	161300.0	21546044.0	21546044.0	503732.0	360150.0	21546044.0	21546044.0	503732.0	360150.0
M277	25041177.0	25041177.0	24553567.0	24553567.0	240693.0	198159.0	23083220.0	23083220.0	346710.0	300206.0	23083220.0	23083220.0	346710.0	300206.0
M278	23970804.0	23970804.0	23407472.0	23407472.0	321892.0	179195.0	22711668.0	22711668.0	445978.0	305313.0	22711668.0	22711668.0	445978.0	305313.0
M279	24360413.0	24360413.0	23806462.0	23806462.0	335327.0	163656.0	23339115.0	23339115.0	386532.0	216845.0	23339115.0	23339115.0	386532.0	216845.0
M280	20707079.0	20707079.0	20321563.0	20321563.0	185214.0	163234.0	19533279.0	19533279.0	263735.0	241700.0	19533279.0	19533279.0	263735.0	241700.0
M281	20492670.0	20492670.0	20032953.0	20032953.0	278002.0	135153.0	19288928.0	19288928.0	411349.0	269935.0	19288928.0	19288928.0	411349.0	269935.0
M282	19738191.0	19738191.0	19317159.0	19317159.0	240118.0	140039.0	18732110.0	18732110.0	361372.0	264270.0	18732110.0	18732110.0	361372.0	264270.0
M283	21484274.0	21484274.0	21128556.0	21128556.0	171419.0	154007.0	20044334.0	20044334.0	303540.0	284440.0	20044334.0	20044334.0	303540.0	284440.0
M285	23644857.0	23644857.0	23218356.0	23218356.0	279212.0	105207.0	22379775.0	22379775.0	427644.0	261287.0	22379775.0	22379775.0	427644.0	261287.0
M286	22719789.0	22719789.0	22350702.0	22350702.0	233836.0	97432.0	21489051.0	21489051.0	385292.0	253110.0	21489051.0	21489051.0	385292.0	253110.0
M287	23678169.0	23678169.0	23146205.0	23146205.0	342740.0	140490.0	22523924.0	22523924.0	410690.0	212537.0	22523924.0	22523924.0	410690.0	212537.0
M288	22229108.0	22229108.0	21687483.0	21687483.0	329918.0	156907.0	20445191.0	20445191.0	513380.0	348450.0	20445191.0	20445191.0	513380.0	348450.0
M289	23399805.0	23399805.0	22831398.0	22831398.0	337916.0	169482.0	22046632.0	22046632.0	503347.0	337973.0	22046632.0	22046632.0	503347.0	337973.0
M290	21534048.0	21534048.0	21113945.0	21113945.0	270619.0	112573.0	20506654.0	20506654.0	425132.0	271540.0	20506654.0	20506654.0	425132.0	271540.0
M291	23227022.0	23227022.0	22787350.0	22787350.0	243598.0	147521.0	15595274.0	15595274.0	260011.0	196491.0	15595274.0	15595274.0	260011.0	196491.0
M292	24069806.0	24069806.0	23407890.0	23407890.0	423358.0	159715.0	22784802.0	22784802.0	558351.0	299922.0	22784802.0	22784802.0	558351.0	299922.0
M293	23256804.0	23256804.0	22716136.0	22716136.0	341677.0	146573.0	21943427.0	21943427.0	484756.0	297388.0	21943427.0	21943427.0	484756.0	297388.0
M294	22274106.0	22274106.0	21724380.0	21724380.0	332182.0	158900.0	21323603.0	21323603.0	372959.0	202417.0	21323603.0	21323603.0	372959.0	202417.0
M295	22997073.0	22997073.0	22565336.0	22565336.0	213748.0	178874.0	22072030.0	22072030.0	281545.0	245454.0	22072030.0	22072030.0	281545.0	245454.0
M296	23118851.0	23118851.0	22575548.0	22575548.0	334178.0	156129.0	21467061.0	21467061.0	426973.0	256108.0	21467061.0	21467061.0	426973.0	256108.0
M297	23921645.0	23921645.0	23488199.0	23488199.0	195081.0	209554.0	23131948.0	23131948.0	225795.0	238217.0	23131948.0	23131948.0	225795.0	238217.0
M298	23983769.0	23983769.0	23458371.0	23458371.0	289056.0	185140.0	22919660.0	22919660.0	319647.0	216150.0	22919660.0	22919660.0	319647.0	216150.0
